epoch,learning_rate,loss,masked_accuracy,val_loss,val_masked_accuracy
0,0.0010000000474974513,9.490413665771484,0.2492368519306183,8.742591857910156,0.2700939178466797
1,0.0010000000474974513,8.40939712524414,0.28035831451416016,8.369898796081543,0.28196918964385986
2,0.0010000000474974513,8.040894508361816,0.2924686670303345,8.213001251220703,0.288046658039093
3,0.0010000000474974513,7.808840274810791,0.30111047625541687,8.141166687011719,0.2909453213214874
4,0.0010000000474974513,7.638830661773682,0.3078308403491974,8.1121826171875,0.29208505153656006
5,0.0010000000474974513,7.501556396484375,0.31372949481010437,8.112571716308594,0.29244378209114075
6,0.0010000000474974513,7.383222579956055,0.31898483633995056,8.118575096130371,0.292929083108902
7,0.0010000000474974513,7.277971267700195,0.3238201439380646,8.142959594726562,0.29192811250686646
8,0.0010000000474974513,7.184190273284912,0.32833102345466614,8.180009841918945,0.29057884216308594
9,0.0010000000474974513,7.098726749420166,0.3324938714504242,8.193068504333496,0.28951185941696167
10,0.0009000000427477062,6.971818923950195,0.33929648995399475,8.24967098236084,0.28914326429367065
11,0.0009000000427477062,6.892699241638184,0.34344592690467834,8.293731689453125,0.2877040505409241
12,0.0009000000427477062,6.827308654785156,0.34699705243110657,8.331337928771973,0.2863287627696991
13,0.0009000000427477062,6.769134998321533,0.3501979112625122,8.377883911132812,0.28532934188842773
14,0.0009000000427477062,6.716029644012451,0.3530442714691162,8.418195724487305,0.2839270234107971
15,0.0008100000559352338,6.613462448120117,0.35942327976226807,8.489181518554688,0.2825426757335663
