epoch,learning_rate,loss,masked_accuracy,val_loss,val_masked_accuracy
0,0.0010000000474974513,3.9185643196105957,0.33829987049102783,3.4641940593719482,0.3815445899963379
1,0.0010000000474974513,3.298943281173706,0.3939906656742096,3.197488307952881,0.4038473665714264
2,0.0010000000474974513,3.079435110092163,0.4122578203678131,3.062650442123413,0.4159490466117859
3,0.0010000000474974513,2.9355993270874023,0.4253988265991211,2.9724016189575195,0.42439237236976624
4,0.0010000000474974513,2.8323001861572266,0.43639177083969116,2.910219669342041,0.43295806646347046
5,0.0010000000474974513,2.7522315979003906,0.44506242871284485,2.8628251552581787,0.437795490026474
6,0.0010000000474974513,2.6855647563934326,0.45247289538383484,2.832890748977661,0.4429704248905182
7,0.0010000000474974513,2.6276931762695312,0.4592359960079193,2.8138790130615234,0.44442328810691833
8,0.0010000000474974513,2.5764808654785156,0.4656089246273041,2.7951419353485107,0.4469977021217346
9,0.0010000000474974513,2.5300486087799072,0.47124233841896057,2.7815089225769043,0.44864749908447266
10,0.0010000000474974513,2.4870808124542236,0.47687533497810364,2.774364709854126,0.44887375831604004
11,0.0010000000474974513,2.4483935832977295,0.4818274974822998,2.7804195880889893,0.4503614604473114
12,0.0010000000474974513,2.410548448562622,0.48682400584220886,2.7760276794433594,0.45016300678253174
13,0.0010000000474974513,2.375127077102661,0.4919215142726898,2.783869981765747,0.4511270821094513
14,0.0010000000474974513,2.342050552368164,0.4966844618320465,2.7891604900360107,0.45041388273239136
15,0.0010000000474974513,2.3108088970184326,0.5010846853256226,2.796581506729126,0.44952747225761414
16,0.0009000000427477062,2.2659928798675537,0.5079180002212524,2.8081955909729004,0.4495765268802643
17,0.0009000000427477062,2.237624406814575,0.5124989151954651,2.818028688430786,0.4489414691925049
18,0.0009000000427477062,2.2113890647888184,0.5161740183830261,2.8383610248565674,0.44689345359802246
19,0.0009000000427477062,2.1869215965270996,0.5202791690826416,2.845158100128174,0.44670650362968445
20,0.0009000000427477062,2.1632587909698486,0.5237331986427307,2.8746023178100586,0.445562481880188
21,0.0008100000559352338,2.1254537105560303,0.5300934314727783,2.8997294902801514,0.442865252494812
22,0.0008100000559352338,2.1040098667144775,0.5336297750473022,2.915644645690918,0.44159290194511414
23,0.0008100000559352338,2.083848237991333,0.536797046661377,2.943755865097046,0.4406205415725708
24,0.0008100000559352338,2.065021276473999,0.5397469401359558,2.9620020389556885,0.43936917185783386
25,0.0008100000559352338,2.0477981567382812,0.5426479578018188,2.9807846546173096,0.4379374086856842
26,0.0007290000794455409,2.015601396560669,0.5485052466392517,2.9962446689605713,0.43642422556877136
27,0.0007290000794455409,1.998009443283081,0.5515596270561218,3.018771171569824,0.4370196461677551
28,0.0007290000794455409,1.9833112955093384,0.5538185834884644,3.0457658767700195,0.4328356683254242
29,0.0007290000794455409,1.9688912630081177,0.5564049482345581,3.0628693103790283,0.43228182196617126
30,0.0007290000794455409,1.9552727937698364,0.5588063597679138,3.088676929473877,0.42973268032073975
31,0.0006561000482179224,1.9275190830230713,0.563941240310669,3.114064931869507,0.42950308322906494
32,0.0006561000482179224,1.9133660793304443,0.5666792988777161,3.1306869983673096,0.42934972047805786
33,0.0006561000482179224,1.9011883735656738,0.5685423016548157,3.1475374698638916,0.4257139265537262
34,0.0006561000482179224,1.8900865316390991,0.5703763961791992,3.1743342876434326,0.42405515909194946
35,0.0006561000482179224,1.8800185918807983,0.5721879601478577,3.183159351348877,0.4264772832393646
36,0.0005904900608584285,1.8543816804885864,0.5774656534194946,3.2449352741241455,0.42180272936820984
37,0.0005904900608584285,1.8425333499908447,0.5796624422073364,3.2578771114349365,0.42166274785995483
38,0.0005904900608584285,1.8331412076950073,0.5814062356948853,3.266754627227783,0.42149817943573
39,0.0005904900608584285,1.824270248413086,0.5826441645622253,3.2841527462005615,0.42102888226509094
0,0.0010000000474974513,3.746062994003296,0.3561409115791321,3.3062705993652344,0.3939571678638458
1,0.0010000000474974513,3.142284393310547,0.40640121698379517,3.0696659088134766,0.41287070512771606
2,0.0010000000474974513,2.931041717529297,0.4248705208301544,2.949866771697998,0.4260796904563904
3,0.0010000000474974513,2.7941532135009766,0.439082533121109,2.87682843208313,0.4335823357105255
4,0.0010000000474974513,2.693526268005371,0.4502021074295044,2.825056791305542,0.44036391377449036
5,0.0010000000474974513,2.613238573074341,0.4595421552658081,2.78657865524292,0.44497454166412354
0,0.0010000000474974513,3.74111270904541,0.3568580448627472,3.3012967109680176,0.3949415385723114
1,0.0010000000474974513,3.1348876953125,0.40688684582710266,3.06355357170105,0.4139522314071655
2,0.0010000000474974513,2.922785520553589,0.42618969082832336,2.9404304027557373,0.42808789014816284
3,0.0010000000474974513,2.782464027404785,0.4402073323726654,2.8657944202423096,0.43545767664909363
4,0.0010000000474974513,2.678344488143921,0.4518844485282898,2.810765266418457,0.44199225306510925
5,0.0010000000474974513,2.5957789421081543,0.46112948656082153,2.7712905406951904,0.4466148614883423
6,0.0010000000474974513,2.527315855026245,0.4693782925605774,2.741010904312134,0.45109015703201294
7,0.0010000000474974513,2.469742774963379,0.47610917687416077,2.7332711219787598,0.4511893093585968
8,0.0010000000474974513,2.4196646213531494,0.482454389333725,2.7222964763641357,0.4534260630607605
9,0.0010000000474974513,2.375948667526245,0.48849546909332275,2.7133162021636963,0.4539409577846527
10,0.0010000000474974513,2.335564374923706,0.49356454610824585,2.715278387069702,0.45374125242233276
11,0.0010000000474974513,2.2999610900878906,0.49846339225769043,2.72192120552063,0.45700427889823914
12,0.0010000000474974513,2.2660722732543945,0.5033033490180969,2.7243287563323975,0.45580387115478516
13,0.0010000000474974513,2.234478712081909,0.5080416202545166,2.7356274127960205,0.45406264066696167
14,0.0010000000474974513,2.204841136932373,0.5123839378356934,2.73799204826355,0.453921914100647
15,0.0009000000427477062,2.1613705158233643,0.5191643834114075,2.7678275108337402,0.45263081789016724
16,0.0009000000427477062,2.134854316711426,0.5230441093444824,2.778092861175537,0.45146074891090393
17,0.0009000000427477062,2.111433982849121,0.526527464389801,2.7952210903167725,0.45074599981307983
18,0.0009000000427477062,2.088604688644409,0.530205488204956,2.8208353519439697,0.44826024770736694
19,0.0009000000427477062,2.06784725189209,0.5333724021911621,2.825943946838379,0.4484587013721466
20,0.0008100000559352338,2.0305745601654053,0.5397402048110962,2.8567113876342773,0.44717833399772644
