epoch,learning_rate,loss,output_projection_masked_accuracy,val_loss,val_output_projection_masked_accuracy
0,0.0010000000474974513,10.693860054016113,0.17671409249305725,9.565879821777344,0.22302685678005219
1,0.0010000000474974513,9.307626724243164,0.23075827956199646,9.192259788513184,0.2347051501274109
2,0.0010000000474974513,8.997265815734863,0.2396169900894165,9.041692733764648,0.2388043999671936
3,0.0010000000474974513,8.80649471282959,0.24521665275096893,8.973522186279297,0.24183295667171478
4,0.0010000000474974513,8.658814430236816,0.25013139843940735,8.92446231842041,0.24320121109485626
5,0.0010000000474974513,8.528487205505371,0.254701167345047,8.899822235107422,0.24483951926231384
6,0.0010000000474974513,8.411393165588379,0.2585219740867615,8.898871421813965,0.24501390755176544
7,0.0010000000474974513,8.304536819458008,0.2622319459915161,8.907811164855957,0.24476183950901031
8,0.0010000000474974513,8.20471477508545,0.2657938301563263,8.932229995727539,0.24361062049865723
9,0.0010000000474974513,8.112969398498535,0.2691127061843872,8.951332092285156,0.2439839392900467
10,0.0010000000474974513,8.022476196289062,0.27261584997177124,8.985475540161133,0.24272365868091583
11,0.0010000000474974513,7.936725616455078,0.27612316608428955,9.023954391479492,0.2419271618127823
12,0.0009000000427477062,7.826178073883057,0.28097912669181824,9.057474136352539,0.24152593314647675
13,0.0009000000427477062,7.745725631713867,0.28472501039505005,9.104959487915039,0.23991216719150543
14,0.0009000000427477062,7.669107913970947,0.28835976123809814,9.153571128845215,0.23812972009181976
15,0.0009000000427477062,7.594860553741455,0.29215386509895325,9.19936466217041,0.23766180872917175
16,0.0009000000427477062,7.523281574249268,0.29562702775001526,9.25513744354248,0.23580560088157654
17,0.0008100000559352338,7.423363208770752,0.30127209424972534,9.308192253112793,0.2344699203968048
18,0.0008100000559352338,7.35187292098999,0.3049785792827606,9.361462593078613,0.23255251348018646
19,0.0008100000559352338,7.287625789642334,0.30869024991989136,9.413575172424316,0.23141346871852875
20,0.0008100000559352338,7.225167274475098,0.3124890625476837,9.470401763916016,0.2295621782541275
21,0.0008100000559352338,7.166408061981201,0.31560561060905457,9.52138614654541,0.22809503972530365
22,0.0007290000794455409,7.074892520904541,0.32124069333076477,9.571548461914062,0.2273959070444107
23,0.0007290000794455409,7.013659477233887,0.3251079320907593,9.631258964538574,0.22553151845932007
24,0.0007290000794455409,6.961716175079346,0.3285922408103943,9.670915603637695,0.22605586051940918
25,0.0007290000794455409,6.911377906799316,0.3316614329814911,9.7262601852417,0.2233884483575821
26,0.0007290000794455409,6.862746238708496,0.3348087966442108,9.775313377380371,0.22225457429885864
27,0.0006561000482179224,6.781069278717041,0.34045612812042236,9.821403503417969,0.22021892666816711
28,0.0006561000482179224,6.727534770965576,0.34438255429267883,9.87346363067627,0.21905077993869781
29,0.0006561000482179224,6.684505462646484,0.3471224009990692,9.92155933380127,0.21761761605739594
30,0.0006561000482179224,6.642914772033691,0.350115567445755,9.958311080932617,0.21783670783042908
31,0.0006561000482179224,6.603761672973633,0.3527088761329651,10.003274917602539,0.21731089055538177
32,0.0005904900608584285,6.529705047607422,0.3580965995788574,10.046226501464844,0.21716627478599548
33,0.0005904900608584285,6.482109069824219,0.3619418442249298,10.0941801071167,0.21410320699214935
34,0.0005904900608584285,6.445876598358154,0.3645645081996918,10.131132125854492,0.213002011179924
