epoch,learning_rate,loss,masked_accuracy,val_loss,val_masked_accuracy
0,0.0010000000474974513,2.334005832672119,0.52681565284729,1.5958999395370483,0.6247301697731018
1,0.0010000000474974513,1.3917362689971924,0.6612204313278198,1.3418936729431152,0.6700989007949829
2,0.0010000000474974513,1.1924465894699097,0.6972023844718933,1.2549006938934326,0.6871913075447083
3,0.0010000000474974513,1.0805037021636963,0.7185103297233582,1.199162244796753,0.6993864178657532
4,0.0010000000474974513,0.9985474944114685,0.735133707523346,1.1711896657943726,0.7058107852935791
5,0.0010000000474974513,0.9338583946228027,0.747582733631134,1.1559805870056152,0.71002197265625
6,0.0010000000474974513,0.8793141841888428,0.7590629458427429,1.141252875328064,0.7131386995315552
7,0.0010000000474974513,0.8317265510559082,0.7686082720756531,1.1356210708618164,0.7170795798301697
8,0.0010000000474974513,0.7892207503318787,0.7776994109153748,1.137331247329712,0.7181082963943481
9,0.0010000000474974513,0.7510012984275818,0.7859006524085999,1.1494780778884888,0.718904972076416
10,0.0010000000474974513,0.7172340750694275,0.7934672832489014,1.1590299606323242,0.7197650671005249
11,0.0010000000474974513,0.6850795149803162,0.800597608089447,1.1671868562698364,0.7195523977279663
12,0.0010000000474974513,0.6570170521736145,0.8068961501121521,1.1839680671691895,0.719552755355835
13,0.0009000000427477062,0.6094735264778137,0.8186984658241272,1.1974138021469116,0.7207322716712952
14,0.0009000000427477062,0.5836950540542603,0.824846625328064,1.2219642400741577,0.7199364304542542
15,0.0009000000427477062,0.5610995292663574,0.8300220370292664,1.2493723630905151,0.7190584540367126
16,0.0009000000427477062,0.5420166850090027,0.8343266844749451,1.2639524936676025,0.7182794809341431
17,0.0009000000427477062,0.5235012173652649,0.838980495929718,1.2916566133499146,0.7173281311988831
18,0.0008100000559352338,0.4865386188030243,0.8491944074630737,1.3144779205322266,0.717638373374939
19,0.0008100000559352338,0.4685802757740021,0.8532373309135437,1.347603678703308,0.7164489030838013
20,0.0008100000559352338,0.4542320668697357,0.8568704724311829,1.3720475435256958,0.7151381969451904
21,0.0008100000559352338,0.4416697323322296,0.8597822785377502,1.3986581563949585,0.7142726182937622
22,0.0008100000559352338,0.42922401428222656,0.8628559112548828,1.4218125343322754,0.7130109071731567
23,0.0007290000794455409,0.3995341956615448,0.8719589114189148,1.4526562690734863,0.7130040526390076
24,0.0007290000794455409,0.386301726102829,0.8755025863647461,1.4919549226760864,0.7114633917808533
25,0.0007290000794455409,0.3767067492008209,0.8780590295791626,1.5149664878845215,0.7108326554298401
26,0.0007290000794455409,0.3679642677307129,0.8802884817123413,1.5428245067596436,0.7098390460014343
27,0.0007290000794455409,0.3595825731754303,0.8826966881752014,1.5729117393493652,0.7086069583892822
28,0.0006561000482179224,0.335520476102829,0.8898072242736816,1.6078245639801025,0.7078549861907959
29,0.0006561000482179224,0.3254593014717102,0.8927860260009766,1.634619116783142,0.7074981927871704
30,0.0006561000482179224,0.319125771522522,0.8945155143737793,1.6671125888824463,0.7082104682922363
