epoch,learning_rate,loss,output_projection_masked_accuracy,val_loss,val_output_projection_masked_accuracy
0,0.0010000000474974513,9.799309730529785,0.24095389246940613,8.773143768310547,0.27106407284736633
1,0.0010000000474974513,7.813356399536133,0.33754977583885193,7.171566963195801,0.3898167610168457
2,0.0010000000474974513,6.781369209289551,0.4090215861797333,6.789249897003174,0.40983840823173523
3,0.0010000000474974513,6.4016876220703125,0.42789342999458313,6.637017726898193,0.41651931405067444
4,0.0010000000474974513,6.148637771606445,0.44007834792137146,6.565131187438965,0.42002207040786743
5,0.0010000000474974513,5.947583198547363,0.4502919316291809,6.538573265075684,0.4191291928291321
6,0.0010000000474974513,5.775233268737793,0.45969074964523315,6.5416975021362305,0.41939255595207214
7,0.0010000000474974513,5.622950077056885,0.4684203267097473,6.569886207580566,0.41785889863967896
8,0.0010000000474974513,5.4862446784973145,0.4763906002044678,6.611941814422607,0.4154425263404846
9,0.0010000000474974513,5.36193323135376,0.48410487174987793,6.649303913116455,0.4144325256347656
10,0.0010000000474974513,5.250147819519043,0.49114927649497986,6.714974880218506,0.41162264347076416
11,0.0009000000427477062,5.082056045532227,0.5025300979614258,6.786449909210205,0.409229576587677
12,0.0009000000427477062,4.971100807189941,0.510092556476593,6.848565578460693,0.4073699414730072
13,0.0009000000427477062,4.881024360656738,0.5160211324691772,6.920997142791748,0.40677210688591003
14,0.0009000000427477062,4.801462173461914,0.521396279335022,6.996857643127441,0.4031776189804077
15,0.0009000000427477062,4.730391502380371,0.5261327028274536,7.024868488311768,0.40007835626602173
